"key","English","Chinese","Spanish","French","Japanese","Russian"
"Heinrici","","海因里希","Heinrici","Heinrici","ハインリッヒ","Хейнрици"
"Witzleben","","维茨莱本","Witzleben","Witzleben","ヴィッツレーベン","Witzleben"
"Schoerner","","舍尔纳","Schoerner","Schoerner","シェルナー","Шернер"
"Model","","莫德尔","Modelo","Modèle","モデル","Модель"
"Fegelein","","菲格莱因","Fegelein","Fegelein","フィグライン","Fegelein"
"Meyer","","迈耶","Meyer","Meyer","マイヤー","Мейер"
"Leeb","","里布","Leeb","Leeb","リーブ","Leeb"
"Raeder","","雷德尔","Raeder","Raeder","リデル","Редер"
"Weichs","","魏克斯","Weichs","Weichs","ウィックス","Weichs"
"Eisonhower","","艾森豪威尔","Eisonhower","Eisonhower","アイゼンハワー","Эйзонхауэр"
"Clark","","克拉克","Clark","Clark","クラーク","Кларк"
"Smith","","史密斯","Herrero","Forgeron","スミス","Смит"
"Stilwell","","史迪威","Stilwell","Stilwell","スティルウェル","Stilwell"
"Halsey","","哈尔西","Halsey","Halsey","ハルシー","Холзи"
"Ike","","埃克","Ike","Ike","エック","Айк"
"Nimitz","","尼米兹","Nimitz","Nimitz","ニミッツ","Нимиц"
"Fletcher","","弗莱切","Fletcher","Fletcher","フレッチャー","Флетчер"
"Devers","","德弗斯","Devers","Devers","デバース","Devers"
"Spruance","","斯普鲁恩斯","Abeto","Spruance","スプルアンス","Spruance"
"Lee","","李","Sotavento","Lee","リー","Ли"
"Doolitle","","杜利特","Doolitle","Doolitle","デュリット","Doolitle"
"Mitchell","","米希尔","Mitchell","Mitchell","ミヒル","Митчелл"
"Kinkaid","","金凯德","Kinkaid","Kinkaid","キンケイド","Кинкейд"
"King","","凯恩","Rey","Roi","ケイン","король"
"Arnold","","阿诺德","Arnold","Arnold","アーノルド","Арнольд"
"Chennault","","陈纳德","Chennault","Chennault","シェノー","Chennault"
"McArthur","","麦克阿瑟","McArthur","McArthur","マッカーサー","МакАртур"
"McCain","","麦凯恩","McCain","McCain","マケイン","Маккейн"
"McAuliffe","","麦考利夫","McAuliffe","McAuliffe","マコーリフ","McAuliffe"
"Zhang Zizhong","","张自忠","Zhang Zizhong","Zhang Zizhong","張自忠","Чжан Цзычжун"
"Fu Zuoyi","","傅作义","Fu Zuoyi","Fu Zuoyi","傅作義","Фу Цзуой"
"Liu Xiang","","刘湘","Liu Xiang","Liu Xiang","劉翔","Лю Сян"
"Liu Wenhui","","刘文辉","Liu Wenhui","Liu Wenhui","劉文慧","Лю Вэньхуэй"
"Luo Zhuoying","","罗卓英","Luo Zhuoying","Luo Zhuoying","羅卓英","Ло Чжоин"
"Gu Zhutong","","顾祝同","Gu Zhutong","Gu Zhutong","顧祝同","Гу Чжутун"
"Zhang Xueliang","","张学良","Zhang Xueliang","Zhang Xueliang","張学良","Чжан Сюэлян"
"Sun Lianzhong","","孙连仲","Sun Lianzhong","Sun Lianzhong","孫連仲","Сунь Ляньчжун"
"Zhu Shaoliang","","朱绍良","Zhu Shaoliang","Zhu Shaoliang","朱紹良","Чжу Шаолян"
"Yu Hanmou","","余汉谋","Yu Hanmou","Yu Hanmou","余漢謀","Ю Ханмоу"
"Liu Zhi","","刘峙","Liu Zhi","Liu Zhi","劉智","Лю Чжи"
"Li Pinxian","","李品仙","Li Pinxian","Li Pinxian","李品仙","Ли Пинсянь"
"Jiang Dingwen","","蒋鼎文","Jiang Dingwen","Jiang Dingwen","江丁は尋ねた","Цзян Динвэнь"
"Feng Yuxiang","","冯玉祥","Feng Yuxiang","Feng Yuxiang","馮玉祥","Фэн Юйсян"
"He Yingqin","","何应钦","He Yingqin","He Yingqin","何応欽","Хэ Инцинь"
"Ma Hongkui","","马鸿逵","Ma Hongkui","Ma Hongkui","馬鴻霞","Ма Хункуи"
"Ma Hongbin","","马鸿宾","Ma Hongbin","Ma Hongbin","馬鴻莉","Ма Хунбинь"
"Emperor Puyi","","爱新觉罗溥仪","Emperador Puyi","Empereur Puyi","皇帝プイ","Император Пуи"
"Zhang Jinghui","","张景辉","Zhang Jinghui","Zhang Jinghui","張景恵","Чжан Цзинхуэй"
"Wei Lihuang","","卫立煌","Wei Lihuang","Wei Lihuang","衛立煌","Вэй Лихуан"
"Li Zongren","","李宗仁","Li Zongren","Li Zongren","李宗仁","Ли Цзунжэнь"
"Lin Yisheng","","林逸圣","Lin Yisheng","Lin Yisheng","リン・イシェン","Линь Ишэн"
"Bradley","","布拉德利","Bradley","Bradley","ブラッドリー","Брэдли"
"Montgomery","","蒙哥马利","Montgomery","Montgomery","モンゴメリー","Монтгомери"
"Patton","","巴顿","Patton","Patton","バートン","Паттон"
"Peng Dehuai","","彭德怀","Peng Dehuai","Peng Dehuai","彭徳懐","Пэн Дэхуай"
"Mao Zedong","","毛泽东","Mao Zedong","Mao Zedong","毛沢東","Мао Зедун"
"He Long","","贺龙","He Long","He Long","賀竜","Он длинный"
"Xiao Jinguang","","萧劲光","Xiao Jinguang","Xiao Jinguang","蕭勅","Сяо Цзингуан"
"Xu Haidong","","徐海东","Xu Haidong","Xu Haidong","徐海東","Сюй Хайдун"
"Ye Jianying","","叶剑英","Ye Jianying","Ye Jianying","葉剣英","Е Цзяньин"
"Su Yu","","粟裕","Su Yu","Su Yu","スーユ","Су Ю"
"Chen Yi","","陈毅","Chen Yi","Chen Yi","陳怡","Чен И"
"Chen Xilian","","陈锡联","Chen Xilian","Chen Xilian","陳錫聯","Чэнь Силиан"
"Chiang Kaishek","","蒋中正","Chiang Kai-Shek","Chiang Kaishek","蔣介石","Чан Кай-ши"
"Wang Jingwei","","汪精卫","Wang Jingwei","Wang Jingwei","汪精卫","Ван Цзинвэй"
"Wang Yaowu","","王耀武","Wang Yaowu","Wang Yaowu","王耀武","Ван Яову"
"Bai Chongxi","","白崇禧","Bai Chongxi","Bai Chongxi","白崇禧","Бай Чунси"
"Fan Hanjie","","范汉杰","Fan Hanjie","Fan Hanjie","范漢傑","Fan Hanjie"
"Chen Shaokuan","","陈绍宽","Chen Shaokuan","Chen Shaokuan","陳紹寛","Чен Шаокуань"
"Zhou Zhirou","","周至柔","Zhou Zhirou","Zhou Zhirou","周志郎","Чжоу Чжироу"
"Xue Yue","","薛岳","Xue Yue","Xue Yue","薛岳","Сюэ Юэ"
"Sun Liren","","孙立人","Sun Liren","Sun Liren","孫立人","Сунь Ли-жэнь"
"Yan Xishan","","阎锡山","Yan Xishan","Yan Xishan","閻錫山","Ян Сишань"
"Sheng Shicai","","盛世才","Sheng Shicai","Sheng Shicai","盛世才","Шэн Шицай"
"Ma Bufang","","马步芳","Ma Bufang","Ma Bufang","馬歩芳","Ма Буфанг"
"Du Yuming","","杜聿明","Du Yuming","Du Yuming","杜聡明","Ду Юймин"
"Long Yun","","龙云","Long Yun","Long Yun","竜雲","Лонг Юнь"
"Liu Bocheng","","刘伯承","Liu Bocheng","Liu Bocheng","劉伯承","Лю Боченг"
"Xu Shiyou","","许世友","Xu Shiyou","Xu Shiyou","許世友","Сюй Шию"
"Xu Xiangqian","","徐向前","Xu Xiangqian","Xu Xiangqian","徐向前","Сюй Сянцянь"
"Zhu De","","朱德","Zhu De","Zhu De","朱徳","Чжу Де"
"Campioni","","坎皮奥尼","Campioni","Campioni","カンピオーニ","Campioni"
"Messe","","梅西","Messe","Messe","メッセ","Messe"
